 DlrZipToPmaId | ZipCd | DealerCd1 | DealerCd2 | DealerCd3 
38248|92838|CA377|CA321|CA375
37697|91722|CA01B|CA321|CA01M
37698|91723|CA01B|CA321|CA01M
37699|91724|CA01B|CA321|CA01M
37689|91706|CA01M|CA321|CA01B
37709|91740|CA01B|CA321|CA01M
37710|91741|CA01B|CA321|CA01M
37702|91731|CA01M|CA321|CA296
37703|91732|CA01M|CA321|CA01B
37704|91733|CA01M|CA321|CA296
37705|91734|CA01M|CA321|CA296
37718|91750|CA01B|CA321|CA121
37737|91773|CA01B|CA321|CA01M
37730|91766|CA01B|CA321|CA121
37732|91768|CA01B|CA321|CA121
37733|91769|CA01B|CA321|CA121
37750|91793|CA01M|CA321|CA01B
37741|91780|CA01M|CA321|CA01L
37747|91790|CA01M|CA321|CA01B
37499|91006|CA01M|CA321|CA01B
37428|90637|CA323|CA321|CA296
37429|90638|CA323|CA321|CA296
37416|90608|CA01M|CA321|CA296
37417|90609|CA321|CA323|CA296
37418|90610|CA296|CA323|CA01M
37448|90711|CA01E|CA323|CA01P
37449|90712|CA01E|CA323|CA01P
37437|90662|CA296|CA323|CA01M
37438|90670|CA296|CA323|CA321
37439|90671|CA296|CA323|CA01M
37451|90714|CA01E|CA323|CA01P
37457|90723|CA296|CA323|CA01E
37484|90815|CA01E|CA323|CA01P
37489|90840|CA01E|CA323|CA01P
37411|90603|CA321|CA323|CA296
37412|90604|CA321|CA323|CA296
37342|90239|CA296|CA323|CA01E
37343|90240|CA296|CA323|CA01M
37344|90241|CA296|CA323|CA01E
37345|90242|CA296|CA323|CA01E
37328|90202|CA296|CA323|CA01O
37356|90262|CA296|CA323|CA01P
38257|92856|CA377|CA325|CA375
38259|92859|CA377|CA325|CA375
38269|92869|CA377|CA325|CA375
38282|92899|CA377|CA325|CA300
38231|92811|CA377|CA325|CA375
38228|92807|CA377|CA325|CA300
38236|92817|CA377|CA325|CA300
38261|92861|CA377|CA325|CA375
38262|92862|CA377|CA325|CA300
38263|92863|CA377|CA325|CA375
38264|92864|CA377|CA325|CA375
38265|92865|CA377|CA325|CA375
38266|92866|CA377|CA325|CA375
38267|92867|CA377|CA325|CA375
38184|92661|CA376|CA325|CA317
38157|92618|CA317|CA325|CA01A
38145|92603|CA317|CA325|CA01A
22|00026|CA377|CA325|CA300
38954|94596|CA308|CA331|CA383
38955|94597|CA308|CA331|CA341
38956|94598|CA308|CA331|CA383
38932|94571|CA362|CA331|CA308
38890|94527|CA308|CA331|CA341
38897|94535|CA362|CA331|CA308
38892|94529|CA308|CA331|CA341
38877|94514|CA386|CA331|CA320
38880|94517|CA308|CA331|CA320
38881|94518|CA308|CA331|CA341
38882|94519|CA308|CA331|CA01I
38883|94520|CA308|CA331|CA01I
38884|94521|CA308|CA331|CA320
38885|94522|CA308|CA331|CA01I
38886|94523|CA308|CA331|CA341
38887|94524|CA308|CA331|CA341
38875|94512|CA362|CA331|CA308
38868|94505|CA386|CA331|CA350
38869|94506|CA320|CA331|CA383
39463|95625|CA362|CA331|CA01I
39286|95364|CA307|CA332|NV029
39306|95386|CA307|CA332|CA350
39243|95313|CA307|CA332|CA386
39239|95309|CA307|CA332|CA350
39245|95316|CA307|CA332|CA386
39255|95326|CA307|CA332|CA386
39256|95327|CA307|CA332|CA350
39257|95328|CA307|CA332|CA386
39252|95323|CA307|CA332|CA350
39253|95324|CA307|CA332|CA386
39262|95335|CA307|CA332|CA350
39271|95346|CA307|CA332|CA350
39283|95360|CA307|CA332|CA392
39300|95379|CA307|CA332|CA350
39301|95380|CA307|CA332|CA386
39302|95381|CA307|CA332|CA386
39303|95382|CA307|CA332|CA386
39304|95383|CA307|CA332|CA350
39292|95370|CA307|CA332|CA350
39293|95372|CA307|CA332|CA350
39294|95373|CA307|CA332|CA350
38580|93637|CA172|CA332|CA173
38581|93638|CA172|CA332|CA173
38582|93639|CA172|CA332|CA173
38583|93640|CA172|CA332|CA173
38587|93644|CA172|CA332|CA173
38547|93601|CA172|CA332|CA173
38550|93604|CA172|CA332|CA173
38560|93614|CA172|CA332|CA173
38568|93623|CA172|CA332|CA173
38503|93517|NV029|CA332|NV014
38512|93529|CA172|CA332|CA173
38520|93541|NV029|CA332|CA172
20|00020|CA172|CA332|CA173
37380|90305|CA01O|CA335|CA01S
37381|90306|CA01O|CA335|CA01S
37382|90307|CA01O|CA335|CA01S
37383|90308|CA01O|CA335|CA01S
37384|90309|CA01O|CA335|CA01S
37375|90296|CA01S|CA335|CA01O
37376|90301|CA01O|CA335|CA01S
37470|90749|CA01P|CA335|CA01E
37458|90731|CA01P|CA335|CA01E
37460|90733|CA01P|CA335|CA01E
37466|90745|CA01P|CA335|CA01E
37467|90746|CA01P|CA335|CA01E
37468|90747|CA01P|CA335|CA01E
37400|90502|CA01P|CA335|CA01E
37372|90293|CA01S|CA335|CA01O
37291|90061|CA01O|CA335|CA01P
37274|90044|CA01O|CA335|CA296
37277|90047|CA01O|CA335|CA296
38795|94203|CA315|CA339|CA232
38828|94268|CA315|CA339|CA232
38829|94269|CA315|CA339|CA232
38830|94271|CA315|CA339|CA232
38831|94273|CA315|CA339|CA232
38832|94274|CA315|CA339|CA232
38833|94277|CA315|CA339|CA232
38834|94278|CA315|CA339|CA232
38835|94279|CA315|CA339|CA232
38836|94280|CA315|CA339|CA232
38837|94282|CA315|CA339|CA232
38838|94283|CA315|CA339|CA232
38839|94284|CA315|CA339|CA232
38840|94285|CA315|CA339|CA232
38841|94287|CA315|CA339|CA232
38842|94288|CA315|CA339|CA232
38843|94289|CA315|CA339|CA232
38844|94290|CA315|CA339|CA232
38845|94291|CA315|CA339|CA232
38846|94293|CA315|CA339|CA232
38847|94294|CA315|CA339|CA232
38848|94295|CA315|CA339|CA232
38849|94296|CA315|CA339|CA232
38850|94297|CA315|CA339|CA232
38851|94298|CA315|CA339|CA232
38852|94299|CA315|CA339|CA232
38797|94205|CA315|CA339|CA232
38798|94206|CA315|CA339|CA232
38799|94207|CA315|CA339|CA232
38800|94208|CA315|CA339|CA232
38801|94209|CA315|CA339|CA232
38802|94211|CA315|CA339|CA232
38803|94229|CA315|CA339|CA232
38804|94230|CA315|CA339|CA232
38805|94232|CA315|CA339|CA232
38806|94234|CA315|CA339|CA232
38807|94235|CA315|CA339|CA232
38808|94236|CA315|CA339|CA232
38809|94237|CA315|CA339|CA232
38810|94239|CA315|CA339|CA232
38811|94240|CA315|CA339|CA232
38812|94244|CA315|CA339|CA232
38813|94245|CA315|CA339|CA232
38814|94247|CA315|CA339|CA232
38815|94248|CA315|CA339|CA232
38816|94249|CA315|CA339|CA232
38817|94250|CA315|CA339|CA232
38818|94252|CA315|CA339|CA232
38819|94254|CA315|CA339|CA232
38820|94256|CA315|CA339|CA232
38821|94257|CA315|CA339|CA232
38822|94258|CA315|CA339|CA232
38823|94259|CA315|CA339|CA232
38824|94261|CA315|CA339|CA232
38825|94262|CA315|CA339|CA232
38826|94263|CA315|CA339|CA232
39200|95223|CA307|CA339|CA350
39464|95626|CA232|CA339|CA315
39469|95631|CA232|CA339|CA315
39471|95633|CA232|CA339|CA315
39472|95634|CA232|CA339|CA315
39481|95644|NV029|CA339|NV014
39487|95652|CA232|CA339|CA315
39484|95648|CA232|CA339|CA315
39485|95650|CA232|CA339|CA315
39497|95663|CA232|CA339|CA315
39492|95658|CA232|CA339|CA315
39493|95659|CA232|CA339|CA315
39494|95660|CA232|CA339|CA315
39495|95661|CA232|CA339|CA315
39515|95681|CA232|CA339|CA315
39510|95676|CA232|CA339|CA362
39511|95677|CA232|CA339|CA315
39512|95678|CA232|CA339|CA315
39502|95668|CA232|CA339|CA315
39507|95673|CA232|CA339|CA315
39508|95674|CA232|CA339|CA315
39525|95691|CA315|CA339|CA232
39526|95692|CA232|CA339|CA315
39527|95693|CA315|CA339|CA232
39534|95701|CA232|CA339|NV029
39535|95703|CA232|CA339|CA315
39441|95602|CA232|CA339|CA315
39442|95603|CA232|CA339|CA315
39443|95604|CA232|CA339|CA315
39444|95605|CA315|CA339|CA232
39460|95621|CA232|CA339|CA315
39462|95624|CA315|CA339|CA232
39449|95610|CA232|CA339|CA315
39450|95611|CA232|CA339|CA315
39578|95826|CA315|CA339|CA232
39619|95924|CA232|CA339|CA315
39638|95945|CA232|CA339|CA129
39639|95946|CA232|CA339|CA129
39642|95949|CA232|CA339|CA315
39679|95991|CA232|CA339|CA129
39680|95992|CA232|CA339|CA129
39681|95993|CA232|CA339|CA129
39668|95977|CA232|CA339|CA129
39666|95975|CA232|CA339|CA129
39653|95961|CA232|CA339|CA315
39580|95828|CA315|CA339|CA232
39581|95829|CA315|CA339|CA232
39582|95830|CA315|CA339|CA232
39583|95831|CA315|CA339|CA232
39584|95832|CA315|CA339|CA232
39586|95834|CA232|CA339|CA315
39587|95835|CA232|CA339|CA315
39588|95836|CA232|CA339|CA315
39589|95837|CA232|CA339|CA315
39590|95838|CA232|CA339|CA315
39591|95840|CA315|CA339|CA232
39592|95841|CA232|CA339|CA315
39593|95842|CA232|CA339|CA315
39594|95843|CA232|CA339|CA315
39602|95867|CA315|CA339|CA232
39603|95894|CA315|CA339|CA232
39604|95899|CA315|CA339|CA232
39605|95901|CA232|CA339|CA129
39606|95903|CA232|CA339|CA315
39574|95822|CA315|CA339|CA232
39575|95823|CA315|CA339|CA232
39576|95824|CA315|CA339|CA232
39568|95816|CA315|CA339|CA232
39569|95817|CA315|CA339|CA232
39570|95818|CA315|CA339|CA232
39571|95819|CA315|CA339|CA232
39572|95820|CA315|CA339|CA232
39566|95814|CA315|CA339|CA232
39559|95765|CA232|CA339|CA315
39561|95798|CA315|CA339|CA232
39562|95799|CA315|CA339|CA232
39563|95811|CA315|CA339|CA232
39564|95812|CA315|CA339|CA232
39552|95746|CA232|CA339|CA315
39553|95747|CA232|CA339|CA315
39554|95757|CA315|CA339|CA232
39555|95758|CA315|CA339|CA232
39556|95759|CA315|CA339|CA232
39549|95736|CA232|CA339|CA315
39537|95712|CA232|CA339|CA315
39538|95713|CA232|CA339|CA315
39539|95714|CA232|CA339|NV029
39541|95717|CA232|CA339|NV029
39542|95720|NV029|CA339|CA232
39544|95722|CA232|CA339|CA315
45|00052|NV029|CA339|CA232
37796|92004|CA311|CA340|CA01C
38121|92561|CA134|CA340|CA311
38107|92539|CA134|CA340|CA311
38113|92549|CA134|CA340|CA311
37988|92277|CA311|CA340|CA134
37989|92278|CA311|CA340|CA134
37975|92260|CA311|CA340|CA134
37976|92261|CA311|CA340|CA134
37968|92253|CA311|CA340|CA134
37969|92254|CA311|CA340|CA372
37970|92255|CA311|CA340|CA134
37962|92247|CA311|CA340|CA134
37963|92248|CA311|CA340|CA134
37955|92236|CA311|CA340|CA134
37956|92239|CA311|CA340|CA372
37998|92304|CA311|CA340|CA253
38028|92338|CA253|CA340|CA309
37949|92230|CA01U|CA340|CA134
37938|92201|CA311|CA340|CA134
37939|92202|CA311|CA340|CA134
37940|92203|CA311|CA340|CA134
37941|92210|CA311|CA340|CA134
37942|92211|CA311|CA340|CA134
38769|94129|CA01N|CA341|CA383
38775|94137|CA01N|CA341|CA383
38776|94139|CA01N|CA341|CA383
38758|94118|CA01N|CA341|CA383
38760|94120|CA01N|CA341|CA383
38761|94121|CA01N|CA341|CA383
38763|94123|CA01N|CA341|CA383
38766|94126|CA01N|CA341|CA383
38746|94104|CA01N|CA341|CA383
38749|94108|CA01N|CA341|CA383
38750|94109|CA01N|CA341|CA383
38752|94111|CA01N|CA341|CA383
38755|94115|CA01N|CA341|CA383
38773|94133|CA01N|CA341|CA383
38781|94144|CA01N|CA341|CA383
38782|94145|CA01N|CA341|CA383
38784|94147|CA01N|CA341|CA383
38785|94151|CA01N|CA341|CA383
38787|94159|CA01N|CA341|CA383
38888|94525|CA01I|CA341|CA308
38867|94503|CA01I|CA341|CA308
38789|94161|CA01N|CA341|CA383
38791|94164|CA01N|CA341|CA383
38792|94172|CA01N|CA341|CA383
38949|94589|CA01I|CA341|CA308
38950|94590|CA01I|CA341|CA308
38951|94591|CA01I|CA341|CA308
38952|94592|CA01I|CA341|CA308
38961|94604|CA383|CA341|CA01N
38959|94602|CA383|CA341|CA308
38963|94606|CA383|CA341|CA01N
38964|94607|CA383|CA341|CA01N
38965|94608|CA383|CA341|CA01N
38966|94609|CA383|CA341|CA308
38967|94610|CA383|CA341|CA01N
38968|94611|CA383|CA341|CA308
38969|94612|CA383|CA341|CA01N
38970|94613|CA383|CA341|CA01N
38979|94623|CA383|CA341|CA01N
39024|94929|CA033|CA341|CA01I
39031|94940|CA033|CA341|CA01I
39028|94937|CA033|CA341|CA01I
39045|94956|CA033|CA341|CA01I
39039|94950|CA033|CA341|CA01I
38981|94649|CA383|CA341|CA01N
38982|94659|CA383|CA341|CA01N
38983|94660|CA383|CA341|CA01N
38984|94661|CA383|CA341|CA308
38985|94662|CA383|CA341|CA01N
38986|94666|CA383|CA341|CA01N
38972|94615|CA383|CA341|CA01N
38973|94617|CA383|CA341|CA01N
38974|94618|CA383|CA341|CA308
38975|94619|CA383|CA341|CA01N
38976|94620|CA383|CA341|CA01N
38874|94511|CA331|CA350|CA386
39524|95690|CA315|CA350|CA331
39514|95680|CA315|CA350|CA331
39479|95641|CA331|CA350|CA315
39476|95638|CA315|CA350|CA339
39470|95632|CA315|CA350|CA339
39201|95224|CA307|CA350|CA339
39198|95221|CA307|CA350|CA315
39199|95222|CA307|CA350|CA315
39196|95219|CA386|CA350|CA331
39193|95213|CA386|CA350|CA307
39183|95203|CA386|CA350|CA307
39186|95206|CA386|CA350|CA307
39205|95228|CA307|CA350|CA332
39206|95229|CA307|CA350|CA339
39207|95230|CA307|CA350|CA386
39217|95245|CA339|CA350|CA315
39210|95233|CA307|CA350|CA339
39211|95234|CA386|CA350|CA331
39219|95247|CA307|CA350|CA339
39220|95248|CA339|CA350|CA315
39222|95251|CA307|CA350|CA339
39289|95367|CA307|CA350|CA386
39297|95376|CA386|CA350|CA307
39298|95377|CA386|CA350|CA320
39299|95378|CA386|CA350|CA307
39284|95361|CA307|CA350|CA386
39259|95330|CA386|CA350|CA307
39249|95320|CA307|CA350|CA386
39240|95310|CA307|CA350|CA332
39235|95304|CA386|CA350|CA307
38298|93020|CA384|CA359|CA01R
38299|93021|CA384|CA359|CA01R
38301|93023|CA01R|CA359|CA384
38302|93024|CA01R|CA359|CA384
38328|93105|CA01W|CA359|CA384
38340|93130|CA01W|CA359|CA384
38362|93222|CA391|CA359|CA01R
37578|91319|CA384|CA359|CA01R
37579|91320|CA384|CA359|CA01R
37609|91358|CA384|CA359|CA400
37610|91359|CA384|CA359|CA400
37611|91360|CA384|CA359|CA01R
37612|91361|CA384|CA359|CA01S
37613|91362|CA384|CA359|CA400
27|00032|CA01W|CA359|CA391
39329|95422|CA033|CA362|CA01I
39330|95423|CA033|CA362|CA129
39331|95424|CA033|CA362|CA01I
39333|95426|CA033|CA362|CA01I
39341|95435|CA033|CA362|CA01I
39369|95467|CA033|CA362|CA01I
39363|95461|CA033|CA362|CA01I
39359|95457|CA033|CA362|CA01I
39360|95458|CA033|CA362|CA129
39356|95453|CA033|CA362|CA01I
39354|95451|CA033|CA362|CA01I
39347|95443|CA033|CA362|CA01I
39477|95639|CA315|CA362|CA339
39482|95645|CA232|CA362|CA339
39454|95615|CA315|CA362|CA350
39677|95987|CA129|CA362|CA232
38871|94508|CA033|CA362|CA01I
38937|94576|CA033|CA362|CA01I
38942|94581|CA01I|CA362|CA341
38896|94534|CA01I|CA362|CA308
38919|94558|CA01I|CA362|CA033
38920|94559|CA01I|CA362|CA341
38108|92543|CA134|CA366|CA01U
38109|92544|CA134|CA366|CA01U
38142|92596|CA134|CA366|CA01U
38133|92585|CA134|CA366|CA01U
38134|92586|CA134|CA366|CA01U
38135|92587|CA134|CA366|CA01U
38106|92536|CA311|CA366|CA134
37993|92283|AZ048|CA372|CA311
37944|92222|AZ048|CA372|CA311
37986|92275|CA311|CA372|CA340
37980|92266|AZ048|CA372|CA311
37760|91905|CA389|CA372|CA01V
36167|85359|AZ048|CA372|AZ052
36172|85364|AZ048|CA372|CA311
36173|85365|AZ048|CA372|CA311
36174|85366|AZ048|CA372|CA311
36175|85367|AZ048|CA372|CA311
36176|85369|AZ048|CA372|CA311
36160|85352|AZ048|CA372|AZ052
36164|85356|AZ048|CA372|AZ052
36157|85349|AZ048|CA372|CA311
36158|85350|AZ048|CA372|CA311
36154|85346|AZ048|CA372|AZ052
36155|85347|AZ048|CA372|AZ052
36144|85336|AZ048|CA372|CA311
36142|85334|AZ048|CA372|CA311
36137|85328|AZ048|CA372|CA311
37419|90620|CA323|CA375|CA377
37420|90621|CA323|CA375|CA377
37421|90622|CA323|CA375|CA377
37422|90623|CA323|CA375|CA01E
37423|90624|CA323|CA375|CA377
37424|90630|CA323|CA375|CA01E
37463|90742|CA376|CA375|CA01E
37464|90743|CA376|CA375|CA01E
38182|92659|CA376|CA375|CA325
38178|92655|CA376|CA375|CA377
38169|92646|CA376|CA375|CA325
38170|92647|CA376|CA375|CA377
38171|92648|CA376|CA375|CA325
38172|92649|CA376|CA375|CA01E
38163|92626|CA376|CA375|CA325
38164|92627|CA376|CA375|CA325
38165|92628|CA376|CA375|CA325
38147|92605|CA376|CA375|CA377
38154|92615|CA376|CA375|CA325
38268|92868|CA377|CA375|CA325
38246|92836|CA377|CA375|CA321
38247|92837|CA377|CA375|CA323
38226|92805|CA377|CA375|CA376
38227|92806|CA377|CA375|CA325
38221|92799|CA376|CA375|CA325
38222|92801|CA377|CA375|CA323
38223|92802|CA377|CA375|CA376
38224|92803|CA377|CA375|CA376
38232|92812|CA377|CA375|CA376
38234|92815|CA377|CA375|CA376
38235|92816|CA377|CA375|CA325
38240|92825|CA377|CA375|CA376
38241|92831|CA377|CA375|CA321
38242|92832|CA377|CA375|CA321
38243|92833|CA377|CA375|CA323
38244|92834|CA377|CA375|CA321
38209|92704|CA376|CA375|CA325
38186|92663|CA376|CA375|CA325
38211|92706|CA377|CA375|CA325
38212|92707|CA325|CA375|CA376
38213|92708|CA376|CA375|CA377
38216|92728|CA376|CA375|CA325
38258|92857|CA377|CA375|CA325
38256|92850|CA377|CA375|CA376
24|00028|CA376|CA375|CA377
38208|92703|CA375|CA376|CA377
38195|92683|CA375|CA376|CA377
38196|92684|CA375|CA376|CA377
38197|92685|CA375|CA376|CA377
38250|92841|CA375|CA376|CA377
38251|92842|CA375|CA376|CA377
38252|92843|CA375|CA376|CA377
38253|92844|CA375|CA376|CA377
38254|92845|CA375|CA376|CA323
38255|92846|CA375|CA376|CA323
38185|92662|CA325|CA376|CA317
37440|90680|CA375|CA376|CA377
37425|90631|CA321|CA377|CA323
37426|90632|CA321|CA377|CA323
37427|90633|CA321|CA377|CA323
38237|92821|CA321|CA377|CA375
38238|92822|CA321|CA377|CA375
38233|92814|CA375|CA377|CA376
38225|92804|CA375|CA377|CA376
38229|92808|CA300|CA377|CA325
38230|92809|CA300|CA377|CA325
38206|92701|CA325|CA377|CA375
38207|92702|CA325|CA377|CA375
38217|92735|CA325|CA377|CA375
38218|92780|CA325|CA377|CA375
38219|92781|CA325|CA377|CA375
38220|92782|CA325|CA377|CA317
38214|92711|CA325|CA377|CA375
38215|92712|CA325|CA377|CA375
38210|92705|CA325|CA377|CA375
38249|92840|CA375|CA377|CA376
38281|92887|CA300|CA377|CA325
18|00018|CA01R|CA377|CA325
37935|92197|CA01C|CA379|CA282
37936|92198|CA01C|CA379|CA282
37937|92199|CA01C|CA379|CA282
37902|92150|CA01C|CA379|CA282
37884|92127|CA01C|CA379|CA282
37885|92128|CA01C|CA379|CA282
37809|92023|CA01T|CA379|CA01C
37810|92024|CA01T|CA379|CA01C
37804|92018|CA01T|CA379|CA01C
37829|92056|CA01T|CA379|CA01C
37830|92057|CA01T|CA379|CA366
37824|92049|CA01T|CA379|CA366
37825|92051|CA01T|CA379|CA366
37826|92052|CA01T|CA379|CA366
37827|92054|CA01T|CA379|CA01C
37855|92091|CA01C|CA379|CA01T
37848|92081|CA01T|CA379|CA01C
37850|92083|CA01T|CA379|CA01C
37851|92084|CA01T|CA379|CA366
37852|92085|CA01T|CA379|CA01C
37853|92086|CA366|CA379|CA01C
37841|92070|CA366|CA379|CA01C
37832|92059|CA366|CA379|CA01T
37833|92060|CA366|CA379|CA01C
37834|92061|CA366|CA379|CA01T
37835|92064|CA01C|CA379|CA282
37836|92065|CA01C|CA379|CA389
37837|92066|CA366|CA379|CA01C
37838|92067|CA01T|CA379|CA01C
37797|92007|CA01T|CA379|CA01C
37798|92008|CA01T|CA379|CA01C
37799|92009|CA01T|CA379|CA01C
37800|92010|CA01T|CA379|CA01C
37801|92011|CA01T|CA379|CA01C
37802|92013|CA01T|CA379|CA01C
38911|94549|CA308|CA383|CA341
38916|94555|CA01F|CA383|CA320
38917|94556|CA308|CA383|CA341
38931|94570|CA308|CA383|CA341
38929|94568|CA320|CA383|CA01F
38943|94582|CA320|CA383|CA331
38944|94583|CA320|CA383|CA308
38936|94575|CA308|CA383|CA341
38947|94587|CA01F|CA383|CA320
38953|94595|CA308|CA383|CA320
38995|94709|CA341|CA383|CA308
38996|94710|CA341|CA383|CA308
38997|94712|CA341|CA383|CA308
38998|94720|CA341|CA383|CA308
38987|94701|CA341|CA383|CA308
38988|94702|CA341|CA383|CA308
38989|94703|CA341|CA383|CA308
38990|94704|CA341|CA383|CA308
38991|94705|CA341|CA383|CA308
38992|94706|CA341|CA383|CA308
38793|94177|CA01N|CA383|CA341
38794|94188|CA01N|CA383|CA341
38790|94163|CA01N|CA383|CA341
38889|94526|CA320|CA383|CA308
38879|94516|CA341|CA383|CA308
38788|94160|CA01N|CA383|CA341
38786|94158|CA01N|CA383|CA341
38783|94146|CA01N|CA383|CA341
38774|94134|CA01N|CA383|CA341
38860|94401|CA01N|CA383|CA01F
38861|94402|CA01N|CA383|CA01F
38862|94403|CA01N|CA383|CA01F
38863|94404|CA01N|CA383|CA01F
38864|94497|CA01N|CA383|CA01F
38756|94116|CA01N|CA383|CA341
38757|94117|CA01N|CA383|CA341
38753|94112|CA01N|CA383|CA341
38754|94114|CA01N|CA383|CA341
38751|94110|CA01N|CA383|CA341
38747|94105|CA01N|CA383|CA341
38748|94107|CA01N|CA383|CA341
38737|94080|CA01N|CA383|CA341
38738|94083|CA01N|CA383|CA341
38744|94102|CA01N|CA383|CA341
38745|94103|CA01N|CA383|CA341
38733|94065|CA01N|CA383|CA01F
38734|94066|CA01N|CA383|CA341
38735|94070|CA01N|CA383|CA01F
38727|94044|CA01N|CA383|CA341
38720|94037|CA01N|CA383|CA01F
38721|94038|CA01N|CA383|CA01F
38718|94030|CA01N|CA383|CA01F
38767|94127|CA01N|CA383|CA341
38768|94128|CA01N|CA383|CA01F
38764|94124|CA01N|CA383|CA341
38765|94125|CA01N|CA383|CA01F
38762|94122|CA01N|CA383|CA341
38759|94119|CA01N|CA383|CA341
38777|94140|CA01N|CA383|CA341
38778|94141|CA01N|CA383|CA341
38779|94142|CA01N|CA383|CA341
38780|94143|CA01N|CA383|CA341
38771|94131|CA01N|CA383|CA341
38772|94132|CA01N|CA383|CA341
38699|94002|CA01N|CA383|CA01F
38700|94005|CA01N|CA383|CA341
38701|94010|CA01N|CA383|CA01F
38702|94011|CA01N|CA383|CA01F
38703|94014|CA01N|CA383|CA341
38704|94015|CA01N|CA383|CA341
38705|94016|CA01N|CA383|CA341
38706|94017|CA01N|CA383|CA341
38707|94018|CA01N|CA383|CA01F
38708|94019|CA01N|CA383|CA01F
38283|93001|CA359|CA384|CA01R
38284|93002|CA359|CA384|CA01R
38285|93003|CA359|CA384|CA01R
38286|93004|CA359|CA384|CA01R
38287|93005|CA359|CA384|CA01R
38288|93006|CA359|CA384|CA01R
38289|93007|CA359|CA384|CA01R
38290|93009|CA359|CA384|CA01R
38291|93010|CA359|CA384|CA01R
38292|93011|CA359|CA384|CA01R
38293|93012|CA359|CA384|CA01R
38294|93013|CA359|CA384|CA01R
38295|93014|CA359|CA384|CA01R
38296|93015|CA01R|CA384|CA359
38297|93016|CA01R|CA384|CA359
38303|93030|CA359|CA384|CA01R
38304|93031|CA359|CA384|CA01R
38305|93032|CA359|CA384|CA01R
38306|93033|CA359|CA384|CA01R
38307|93034|CA359|CA384|CA01R
38308|93035|CA359|CA384|CA01R
38309|93036|CA359|CA384|CA01R
38310|93040|CA01R|CA384|CA400
38311|93041|CA359|CA384|CA01R
38312|93042|CA359|CA384|CA01S
38313|93043|CA359|CA384|CA01R
38314|93044|CA359|CA384|CA01R
38315|93060|CA359|CA384|CA01R
38316|93061|CA359|CA384|CA01R
38300|93022|CA359|CA384|CA01R
38321|93066|CA359|CA384|CA01R
38322|93067|CA359|CA384|CA01R
38331|93108|CA359|CA384|CA01W
38332|93109|CA359|CA384|CA01W
38325|93101|CA359|CA384|CA01W
38326|93102|CA359|CA384|CA01W
38327|93103|CA359|CA384|CA01W
38341|93140|CA359|CA384|CA01W
38342|93150|CA359|CA384|CA01W
38338|93120|CA359|CA384|CA01W
38339|93121|CA359|CA384|CA01W
38344|93190|CA359|CA384|CA01W
54|00061|CA359|CA384|CA335
50|00057|CA359|CA384|CA01S
38876|94513|CA331|CA386|CA320
38913|94551|CA320|CA386|CA01F
38910|94548|CA331|CA386|CA350
39311|95397|CA307|CA386|CA350
39307|95387|CA307|CA386|CA350
39238|95307|CA307|CA386|CA332
39229|95267|CA350|CA386|CA307
39230|95269|CA350|CA386|CA315
39231|95296|CA350|CA386|CA307
39232|95297|CA350|CA386|CA307
39248|95319|CA307|CA386|CA332
39263|95336|CA350|CA386|CA307
39264|95337|CA307|CA386|CA350
39285|95363|CA307|CA386|CA332
39274|95350|CA307|CA386|CA350
39275|95351|CA307|CA386|CA350
39276|95352|CA307|CA386|CA350
39277|95353|CA307|CA386|CA350
39278|95354|CA307|CA386|CA350
39279|95355|CA307|CA386|CA350
39280|95356|CA307|CA386|CA350
39281|95357|CA307|CA386|CA350
39282|95358|CA307|CA386|CA350
39305|95385|CA307|CA386|CA350
39290|95368|CA307|CA386|CA350
